,ASSESSMENT_YEAR,TOTALVALUE,HOMESTEAD,NEIGHBORHOOD,COMMUNITY,ZIPCODE,FORMATTED_ADDRESS,WARD,PROPERTY_TYPE,BUILDINGVALUE
28635,2020,0,NON-HOMESTEADED,ECCO,CALHOUN-ISLE,55408,3022 HUMBOLDT AVE S,10.0,VACANT LAND - COMMERCIAL,0
28680,2020,0,NON-HOMESTEADED,ECCO,CALHOUN-ISLE,55408,1444 31ST ST W,10.0,VACANT LAND - COMMERCIAL,0
28875,2020,0,NON-HOMESTEADED,ECCO,CALHOUN-ISLE,55408-2520,3009 EAST BDE MAKA SKA PKWY,10.0,VACANT LAND - COMMERCIAL,0
28876,2020,0,NON-HOMESTEADED,ECCO,CALHOUN-ISLE,55408-2555,1827 LAKE ST W,10.0,VACANT LAND - COMMERCIAL,0
28924,2020,0,NON-HOMESTEADED,BOTTINEAU,NORTHEAST,55418,1805 MAIN ST NE,3.0,VACANT LAND - COMMERCIAL,0
28929,2020,0,NON-HOMESTEADED,BOTTINEAU,NORTHEAST,55418,2000 2ND ST NE,3.0,COMMERCIAL,0
28955,2020,0,NON-HOMESTEADED,BOTTINEAU,NORTHEAST,55418-4311,1814 2ND ST NE,3.0,COMMERCIAL,0
28985,2020,0,NON-HOMESTEADED,BOTTINEAU,NORTHEAST,55413,1805 2ND ST NE,3.0,COMMON AREA (NO VALUE),0
29052,2020,0,NON-HOMESTEADED,CARAG,CALHOUN-ISLE,55408-4052,3540 COLFAX AVE S,10.0,RESIDENTIAL,0
29060,2020,0,NON-HOMESTEADED,CARAG,CALHOUN-ISLE,55408-4009,3533 DUPONT AVE S,10.0,RESIDENTIAL,0
29061,2020,0,NON-HOMESTEADED,CARAG,CALHOUN-ISLE,55408-4119,3548 BRYANT AVE S,10.0,COMMERCIAL,0
29081,2020,0,NON-HOMESTEADED,CARAG,CALHOUN-ISLE,55408,3540 1/2 ALDRICH AVE S,10.0,VACANT LAND - COMMERCIAL,0
29087,2020,0,NON-HOMESTEADED,CARAG,CALHOUN-ISLE,55408-4029,3400 COLFAX AVE S,10.0,APARTMENT,0
29157,2020,0,NON-HOMESTEADED,CARAG,CALHOUN-ISLE,55408-3817,3444 GIRARD AVE S,10.0,DOUBLE BUNGALOW,0
29185,2020,0,NON-HOMESTEADED,CARAG,CALHOUN-ISLE,55408,3560 GIRARD AVE S,10.0,VACANT LAND - COMMERCIAL,0
29289,2020,0,NON-HOMESTEADED,CARAG,CALHOUN-ISLE,55408-3936,3528 EMERSON AVE S,10.0,COOPERATIVE,0
29315,2020,0,NON-HOMESTEADED,HUMBOLDT INDUST AREA,CAMDEN,55430,4857 HUMBOLDT AVE N,4.0,VACANT LAND - COMMERCIAL,0
29316,2020,0,NON-HOMESTEADED,HUMBOLDT INDUST AREA,CAMDEN,55430-3734,1601 49TH AVE N,4.0,VACANT LAND - COMMERCIAL,0
29319,2020,0,NON-HOMESTEADED,HUMBOLDT INDUST AREA,CAMDEN,55430,4801 HUMBOLDT AVE N,4.0,VACANT LAND - COMMERCIAL,0
29322,2020,0,NON-HOMESTEADED,HUMBOLDT INDUST AREA,CAMDEN,55430,4601 1/2 HUMBOLDT AVE N,4.0,VACANT LAND - INDUSTRIAL,0
29340,2020,0,NON-HOMESTEADED,VICTORY,CAMDEN,55412-1133,4544 PENN AVE N,4.0,RESIDENTIAL,0
29347,2020,0,NON-HOMESTEADED,WEBBER-CAMDEN,CAMDEN,55412-1121,4600 NEWTON AVE N,4.0,RESIDENTIAL,0
29393,2020,0,NON-HOMESTEADED,VICTORY,CAMDEN,55412,4528 PENN AVE N,4.0,VACANT LAND - COMMERCIAL,0
29417,2020,0,NON-HOMESTEADED,WEBBER-CAMDEN,CAMDEN,55412-1119,4516 NEWTON AVE N,4.0,VACANT LAND - RESIDENTIAL,0
29486,2020,0,NON-HOMESTEADED,LINDEN HILLS,SOUTHWEST,55416,2510 WEST BDE MAKA SKA PKWY,13.0,VACANT LAND - COMMERCIAL,0
29539,2020,0,NON-HOMESTEADED,VICTORY,CAMDEN,55412-1108,4350 RUSSELL AVE N,4.0,COMMERCIAL,0
29540,2020,0,NON-HOMESTEADED,VICTORY,CAMDEN,55412-1168,2315 44TH AVE N,4.0,RESIDENTIAL,0
29541,2020,0,NON-HOMESTEADED,VICTORY,CAMDEN,55412-1168,2321 44TH AVE N,4.0,RESIDENTIAL MISC,0
29686,2020,0,NON-HOMESTEADED,VICTORY,CAMDEN,55412-1106,4300 QUEEN AVE N,4.0,COMMERCIAL,0
29729,2020,0,NON-HOMESTEADED,AUDUBON PARK,NORTHEAST,55418-3025,1418 28TH AVE NE,1.0,COMMERCIAL,0
29767,2020,0,NON-HOMESTEADED,AUDUBON PARK,NORTHEAST,55418,2700 1/2 BUCHANAN ST,1.0,VACANT LAND - COMMERCIAL,0
29797,2020,0,NON-HOMESTEADED,AUDUBON PARK,NORTHEAST,55418,2700 PIERCE ST,1.0,VACANT LAND - COMMERCIAL,0
29798,2020,0,NON-HOMESTEADED,AUDUBON PARK,NORTHEAST,55418,2702 PIERCE ST,1.0,VACANT LAND - COMMERCIAL,0
29799,2020,0,NON-HOMESTEADED,AUDUBON PARK,NORTHEAST,55418,2701 1/2 PIERCE ST,1.0,VACANT LAND - COMMERCIAL,0
29833,2020,0,NON-HOMESTEADED,AUDUBON PARK,NORTHEAST,55418-3058,2840 LINCOLN ST,1.0,VACANT LAND - COMMERCIAL,0
29852,2020,0,NON-HOMESTEADED,AUDUBON PARK,NORTHEAST,55418-2104,1320 29TH AVE NE,1.0,COMMERCIAL,0
29855,2020,0,NON-HOMESTEADED,AUDUBON PARK,NORTHEAST,55418-3034,1509 27TH AVE NE,1.0,COMMERCIAL,0
29871,2020,0,NON-HOMESTEADED,MCKINLEY,CAMDEN,55412-2155,3642 BRYANT AVE N,4.0,VACANT LAND - RESIDENTIAL,0
29876,2020,0,NON-HOMESTEADED,MCKINLEY,CAMDEN,55412-2162,3657 LYNDALE AVE N,4.0,VACANT LAND - RESIDENTIAL,0
29879,2020,0,NON-HOMESTEADED,MCKINLEY,CAMDEN,55412-2162,3643 LYNDALE AVE N,4.0,VACANT LAND - RESIDENTIAL,0
29883,2020,0,NON-HOMESTEADED,MCKINLEY,CAMDEN,55412-2162,3627 LYNDALE AVE N,4.0,VACANT LAND - RESIDENTIAL,0
29885,2020,0,NON-HOMESTEADED,MCKINLEY,CAMDEN,55412-2162,3619 LYNDALE AVE N,4.0,VACANT LAND - RESIDENTIAL,0
29886,2020,0,NON-HOMESTEADED,MCKINLEY,CAMDEN,55412-2162,3615 LYNDALE AVE N,4.0,VACANT LAND - RESIDENTIAL,0
29909,2020,0,NON-HOMESTEADED,MCKINLEY,CAMDEN,55412-2049,3708 COLFAX AVE N,4.0,RESIDENTIAL,0
29915,2020,0,NON-HOMESTEADED,MCKINLEY,CAMDEN,55412,3611 LYNDALE AVE N,4.0,VACANT LAND - RESIDENTIAL,0
29916,2020,0,NON-HOMESTEADED,MCKINLEY,CAMDEN,55412,3601 LYNDALE AVE N,4.0,VACANT LAND - RESIDENTIAL,0
29933,2020,0,NON-HOMESTEADED,COOPER,LONGFELLOW,55406-2326,3105 46TH AVE S,2.0,COMMERCIAL,0
29934,2020,0,NON-HOMESTEADED,COOPER,LONGFELLOW,55406-2333,3106 47TH AVE S,2.0,COMMERCIAL,0
29935,2020,0,NON-HOMESTEADED,COOPER,LONGFELLOW,55406-2336,3006 1/2 48TH AVE S,2.0,VACANT LAND - RESIDENTIAL,0
29936,2020,0,NON-HOMESTEADED,COOPER,LONGFELLOW,55406,4758 31ST ST E,2.0,VACANT LAND - COMMERCIAL,0
29937,2020,0,NON-HOMESTEADED,COOPER,LONGFELLOW,55406,3001 RIVER PKWY W,2.0,VACANT LAND - COMMERCIAL,0
29938,2020,0,NON-HOMESTEADED,COOPER,LONGFELLOW,55406,4615 LAKE ST E,2.0,VACANT LAND - COMMERCIAL,0
29962,2020,0,NON-HOMESTEADED,COOPER,LONGFELLOW,55406-2332,3100 RIVER PKWY W,2.0,COMMERCIAL,0
29965,2020,0,NON-HOMESTEADED,COOPER,LONGFELLOW,55406-2361,3030 RIVER PKWY W,2.0,APARTMENT,0
30005,2020,0,NON-HOMESTEADED,COOPER,LONGFELLOW,55406-2335,3200 47TH AVE S,2.0,RESIDENTIAL,0
30096,2020,0,NON-HOMESTEADED,COOPER,LONGFELLOW,55406,4810 33RD ST E,2.0,VACANT LAND - COMMERCIAL,0
30183,2020,0,NON-HOMESTEADED,ERICSSON,NOKOMIS,55407-3681,4553 LONGFELLOW AVE,12.0,COMMERCIAL,0
30223,2020,0,NON-HOMESTEADED,ERICSSON,NOKOMIS,55407-3671,1840 46TH ST E,12.0,VACANT LAND - RESIDENTIAL,0
30224,2020,0,NON-HOMESTEADED,ERICSSON,NOKOMIS,55407-3671,1828 46TH ST E,12.0,VACANT LAND - RESIDENTIAL,0
30238,2020,0,NON-HOMESTEADED,ERICSSON,NOKOMIS,55407,2101 43RD ST E,12.0,VACANT LAND - COMMERCIAL,0
30241,2020,0,NON-HOMESTEADED,ERICSSON,NOKOMIS,55406-3707,4308 29TH AVE S,12.0,RESIDENTIAL,0
30342,2020,0,NON-HOMESTEADED,FOLWELL,CAMDEN,55412,2208 36TH AVE N,4.0,VACANT LAND - COMMERCIAL,0
30375,2020,0,NON-HOMESTEADED,FOLWELL,CAMDEN,55412-1952,3726 LOGAN AVE N,4.0,RESIDENTIAL,0
30406,2020,0,NON-HOMESTEADED,FOLWELL,CAMDEN,55412,3600 KNOX AVE N,4.0,COMMERCIAL,0
30516,2020,0,NON-HOMESTEADED,WEBBER-CAMDEN,CAMDEN,55412-2115,3950 BRYANT AVE N,4.0,VACANT LAND - RESIDENTIAL,0
30517,2020,0,NON-HOMESTEADED,WEBBER-CAMDEN,CAMDEN,55412-2115,3954 BRYANT AVE N,4.0,VACANT LAND - RESIDENTIAL,0
30576,2020,0,NON-HOMESTEADED,WINDOM PARK,NORTHEAST,55418,1916 BENJAMIN ST,1.0,VACANT LAND - COMMERCIAL,0
30684,2020,0,NON-HOMESTEADED,KING FIELD,SOUTHWEST,55409-1509,3916 BLAISDELL AVE,8.0,VACANT LAND - RESIDENTIAL,0
30746,2020,0,NON-HOMESTEADED,KING FIELD,SOUTHWEST,55409-1304,3808 NICOLLET AVE,8.0,COMMERCIAL,0
30839,2020,0,NON-HOMESTEADED,KING FIELD,SOUTHWEST,55409-1229,3800 PLEASANT AVE,8.0,COMMERCIAL,0
30889,2020,0,NON-HOMESTEADED,KING FIELD,SOUTHWEST,55409-1534,3901 GRAND AVE,8.0,COMMERCIAL,0
30954,2020,0,NON-HOMESTEADED,JORDAN,NEAR NORTH,55411-1121,3015 PENN AVE N,5.0,RESIDENTIAL,0
30972,2020,0,NON-HOMESTEADED,JORDAN,NEAR NORTH,55411-1119,2951 PENN AVE N,5.0,VACANT LAND - RESIDENTIAL,0
30974,2020,0,NON-HOMESTEADED,JORDAN,NEAR NORTH,55411-1119,2943 PENN AVE N,5.0,VACANT LAND - APARTMENT,0
30976,2020,0,NON-HOMESTEADED,JORDAN,NEAR NORTH,55411-1119,2933 PENN AVE N,5.0,VACANT LAND - RESIDENTIAL,0
30981,2020,0,NON-HOMESTEADED,JORDAN,NEAR NORTH,55411-1119,2915 PENN AVE N,5.0,VACANT LAND - RESIDENTIAL,0
30986,2020,0,NON-HOMESTEADED,JORDAN,NEAR NORTH,55411-1059,2904 QUEEN AVE N,5.0,VACANT LAND - RESIDENTIAL,0
30996,2020,0,NON-HOMESTEADED,JORDAN,NEAR NORTH,55411-1059,2946 QUEEN AVE N,5.0,VACANT LAND - RESIDENTIAL,0
30997,2020,0,NON-HOMESTEADED,JORDAN,NEAR NORTH,55411-1059,2950 QUEEN AVE N,5.0,VACANT LAND - RESIDENTIAL,0
30999,2020,0,NON-HOMESTEADED,JORDAN,NEAR NORTH,55411-1007,2305 LOWRY AVE N,4.0,VACANT LAND - COMMERCIAL,0
31028,2020,0,NON-HOMESTEADED,JORDAN,NEAR NORTH,55411-1007,2315 LOWRY AVE N,4.0,VACANT LAND - RESIDENTIAL,0
31062,2020,0,NON-HOMESTEADED,JORDAN,NEAR NORTH,55411-1018,3115 RUSSELL AVE N,4.0,RESIDENTIAL,0
31070,2020,0,NON-HOMESTEADED,JORDAN,NEAR NORTH,55411-1016,3011 RUSSELL AVE N,4.0,COMMERCIAL,0
31071,2020,0,NON-HOMESTEADED,JORDAN,NEAR NORTH,55411,2412 30TH AVE N,4.0,VACANT LAND - RESIDENTIAL,0
31078,2020,0,NON-HOMESTEADED,JORDAN,NEAR NORTH,55411-1029,3114 SHERIDAN AVE N,4.0,RESIDENTIAL,0
31123,2020,0,NON-HOMESTEADED,FOLWELL,CAMDEN,55412-2313,3519 NEWTON AVE N,4.0,RESIDENTIAL,0
31167,2020,0,NON-HOMESTEADED,FOLWELL,CAMDEN,55412-2326,3554 PENN AVE N,4.0,VACANT LAND - RESIDENTIAL,0
31168,2020,0,NON-HOMESTEADED,FOLWELL,CAMDEN,55412-2326,3558 PENN AVE N,4.0,VACANT LAND - COMMERCIAL,0
31184,2020,0,NON-HOMESTEADED,FOLWELL,CAMDEN,55411-1162,2136 LOWRY AVE N,4.0,VACANT LAND - COMMERCIAL,0
31185,2020,0,NON-HOMESTEADED,FOLWELL,CAMDEN,55412-2315,3201 OLIVER AVE N,4.0,VACANT LAND - RESIDENTIAL,0
31186,2020,0,NON-HOMESTEADED,FOLWELL,CAMDEN,55412-2340,3212 PENN AVE N,4.0,VACANT LAND - APARTMENT,0
31187,2020,0,NON-HOMESTEADED,FOLWELL,CAMDEN,55412-2340,3218 PENN AVE N,4.0,VACANT LAND - RESIDENTIAL,0
31188,2020,0,NON-HOMESTEADED,FOLWELL,CAMDEN,55412-2340,3222 PENN AVE N,4.0,VACANT LAND - RESIDENTIAL,0
31189,2020,0,NON-HOMESTEADED,FOLWELL,CAMDEN,55412-2340,3226 PENN AVE N,4.0,VACANT LAND - RESIDENTIAL,0
31193,2020,0,NON-HOMESTEADED,FOLWELL,CAMDEN,55412-2340,3246 PENN AVE N,4.0,VACANT LAND - RESIDENTIAL,0
31194,2020,0,NON-HOMESTEADED,FOLWELL,CAMDEN,55412-2340,3254 PENN AVE N,4.0,COMMERCIAL,0
31197,2020,0,NON-HOMESTEADED,FOLWELL,CAMDEN,55412-2307,3247 NEWTON AVE N,4.0,RESIDENTIAL,0
31206,2020,0,NON-HOMESTEADED,FOLWELL,CAMDEN,55411-1104,2100 LOWRY AVE N,4.0,RESIDENTIAL,0
31209,2020,0,NON-HOMESTEADED,FOLWELL,CAMDEN,55411-1104,2114 LOWRY AVE N,4.0,VACANT LAND - COMMERCIAL,0
31210,2020,0,NON-HOMESTEADED,FOLWELL,CAMDEN,55412-2316,3210 OLIVER AVE N,4.0,COMMERCIAL,0
31222,2020,0,NON-HOMESTEADED,FOLWELL,CAMDEN,55412-2343,2101 34TH AVE N,4.0,RESIDENTIAL,0
31244,2020,0,NON-HOMESTEADED,FOLWELL,CAMDEN,55412-2318,3330 OLIVER AVE N,4.0,VACANT LAND - RESIDENTIAL,0
31254,2020,0,NON-HOMESTEADED,FOLWELL,CAMDEN,55412-2317,3343 OLIVER AVE N,4.0,RESIDENTIAL,0
31289,2020,0,NON-HOMESTEADED,FOLWELL,CAMDEN,55412-2327,3203 LOGAN AVE N,4.0,VACANT LAND - APARTMENT,0
31298,2020,0,NON-HOMESTEADED,FOLWELL,CAMDEN,55412-2304,3238 MORGAN AVE N,4.0,VACANT LAND - RESIDENTIAL,0
31314,2020,0,NON-HOMESTEADED,FOLWELL,CAMDEN,55412-2303,3219 MORGAN AVE N,4.0,VACANT LAND - COMMERCIAL,0
31345,2020,0,NON-HOMESTEADED,FOLWELL,CAMDEN,55412-2306,3314 MORGAN AVE N,4.0,RESIDENTIAL,0
31388,2020,0,NON-HOMESTEADED,FOLWELL,CAMDEN,55412-2340,3200 PENN AVE N,4.0,VACANT LAND - COMMERCIAL,0
31389,2020,0,NON-HOMESTEADED,FOLWELL,CAMDEN,55412-2340,3206 PENN AVE N,4.0,VACANT LAND - COMMERCIAL,0
31390,2020,0,NON-HOMESTEADED,FOLWELL,CAMDEN,55411-1129,2002 LOWRY AVE N,4.0,COMMERCIAL,0
31395,2020,0,NON-HOMESTEADED,FOLWELL,CAMDEN,55412,1648 LOWRY AVE N,4.0,VACANT LAND - COMMERCIAL,0
31397,2020,0,NON-HOMESTEADED,FOLWELL,CAMDEN,55412,3216 JAMES AVE N,4.0,VACANT LAND - COMMERCIAL,0
31398,2020,0,NON-HOMESTEADED,FOLWELL,CAMDEN,55411,1548 LOWRY AVE N,4.0,VACANT LAND - COMMERCIAL,0
31408,2020,0,NON-HOMESTEADED,FOLWELL,CAMDEN,55412-2428,3218 IRVING AVE N,4.0,VACANT LAND - RESIDENTIAL,0
31421,2020,0,NON-HOMESTEADED,FOLWELL,CAMDEN,55412,3212 JAMES AVE N,4.0,VACANT LAND - COMMERCIAL,0
31460,2020,0,NON-HOMESTEADED,FOLWELL,CAMDEN,55411-1264,1718 LOWRY AVE N,4.0,RESIDENTIAL,0
31511,2020,0,NON-HOMESTEADED,EAST HARRIET,SOUTHWEST,55409-1415,4049 ALDRICH AVE S,10.0,VACANT LAND - COMMERCIAL,0
31535,2020,0,NON-HOMESTEADED,EAST HARRIET,SOUTHWEST,55408,3601 HENNEPIN AVE,10.0,VACANT LAND - COMMERCIAL,0
31570,2020,0,NON-HOMESTEADED,EAST HARRIET,SOUTHWEST,55409-1707,4224 BRYANT AVE S,13.0,VACANT LAND - COMMERCIAL,0
31724,2020,0,NON-HOMESTEADED,EAST HARRIET,SOUTHWEST,55409-1710,4237 COLFAX AVE S,13.0,COMMERCIAL,0
31779,2020,0,NON-HOMESTEADED,EAST HARRIET,SOUTHWEST,55409,2000 LAKE HARRIET PKWY E,13.0,VACANT LAND - COMMERCIAL,0
31902,2020,0,NON-HOMESTEADED,ELLIOT PARK,CENTRAL,55404-1756,1425 10TH AVE S,6.0,APARTMENT,0
31905,2020,0,NON-HOMESTEADED,REGINA,NOKOMIS,55407-3548,4426 PORTLAND AVE,8.0,DOUBLE BUNGALOW,0
31909,2020,0,NON-HOMESTEADED,REGINA,NOKOMIS,55409,4457 3RD AVE S,8.0,APARTMENT,0
31910,2020,0,NON-HOMESTEADED,REGINA,NOKOMIS,55409,4447 3RD AVE S,8.0,RESIDENTIAL,0
31911,2020,0,NON-HOMESTEADED,MARSHALL TERRACE,NORTHEAST,55418,2889 CALIFORNIA ST,1.0,VACANT LAND - COMMERCIAL,0
31912,2020,0,NON-HOMESTEADED,MARSHALL TERRACE,NORTHEAST,55418,2701 1/2 CALIFORNIA ST,1.0,VACANT LAND - COMMERCIAL,0
31929,2020,0,NON-HOMESTEADED,MARSHALL TERRACE,NORTHEAST,55418-2613,2835 GRAND ST,1.0,RESIDENTIAL,0
32050,2020,0,NON-HOMESTEADED,MARSHALL TERRACE,NORTHEAST,55418-2608,2722 CALIFORNIA ST,1.0,RESIDENTIAL,0
32051,2020,0,NON-HOMESTEADED,MARSHALL TERRACE,NORTHEAST,55418,2729 CALIFORNIA ST,1.0,COMMERCIAL,0
32052,2020,0,NON-HOMESTEADED,MARSHALL TERRACE,NORTHEAST,55418,2707 1/2 CALIFORNIA ST,1.0,VACANT LAND - RESIDENTIAL,0
32058,2020,0,NON-HOMESTEADED,MARSHALL TERRACE,NORTHEAST,55418,2740 MARSHALL ST,1.0,COMMERCIAL,0
32068,2020,0,NON-HOMESTEADED,MARSHALL TERRACE,NORTHEAST,55418-2607,1 26TH AVE NE,4.0,VACANT LAND - COMMERCIAL,0
32145,2020,0,NON-HOMESTEADED,MARSHALL TERRACE,NORTHEAST,55418,2548 CALIFORNIA ST,1.0,VACANT LAND - COMMERCIAL,0
32146,2020,0,NON-HOMESTEADED,MARSHALL TERRACE,NORTHEAST,55418-3343,81 LOWRY AVE NE,1.0,COMMERCIAL,0
32147,2020,0,NON-HOMESTEADED,MARSHALL TERRACE,NORTHEAST,55418-3310,2511 CALIFORNIA ST,1.0,COMMERCIAL,0
32156,2020,0,NON-HOMESTEADED,MARSHALL TERRACE,NORTHEAST,55418-3311,2524 CALIFORNIA ST,1.0,VACANT LAND - COMMERCIAL,0
32202,2020,0,NON-HOMESTEADED,MARSHALL TERRACE,NORTHEAST,55418,2625 GRAND ST,1.0,VACANT LAND - COMMERCIAL,0
32204,2020,0,NON-HOMESTEADED,MARSHALL TERRACE,NORTHEAST,55418-3329,2522 MARSHALL ST,1.0,COMMERCIAL,0
32207,2020,0,NON-HOMESTEADED,MARSHALL TERRACE,NORTHEAST,55418-3349,2549 GRAND ST,1.0,VACANT LAND - COMMERCIAL,0
32211,2020,0,NON-HOMESTEADED,MARSHALL TERRACE,NORTHEAST,55418-3310,2525 CALIFORNIA ST,1.0,COMMERCIAL,0
32212,2020,0,NON-HOMESTEADED,MARSHALL TERRACE,NORTHEAST,55418,2600 MAIN ST NE,1.0,VACANT LAND - INDUSTRIAL,0
32216,2020,0,NON-HOMESTEADED,MARSHALL TERRACE,NORTHEAST,55418,2500 MAIN ST NE,1.0,VACANT LAND - COMMERCIAL,0
32228,2020,0,NON-HOMESTEADED,MCKINLEY,CAMDEN,55412,101 36TH AVE N,4.0,VACANT LAND - COMMERCIAL,0
32229,2020,0,NON-HOMESTEADED,MCKINLEY,CAMDEN,55412,51 36TH AVE N,4.0,VACANT LAND - INDUSTRIAL,0
32236,2020,0,NON-HOMESTEADED,MCKINLEY,CAMDEN,55412-2644,3434 WASHINGTON AVE N,4.0,VACANT LAND - RESIDENTIAL,0
32241,2020,0,NON-HOMESTEADED,MCKINLEY,CAMDEN,55412-2605,3415 2ND ST N,4.0,VACANT LAND - RESIDENTIAL,0
32245,2020,0,NON-HOMESTEADED,MCKINLEY,CAMDEN,55412,3540 WASHINGTON AVE N,4.0,VACANT LAND - COMMERCIAL,0
32246,2020,0,NON-HOMESTEADED,MCKINLEY,CAMDEN,55412,51 34TH AVE N,4.0,VACANT LAND - INDUSTRIAL,0
32248,2020,0,NON-HOMESTEADED,MCKINLEY,CAMDEN,55412,3401 WASHINGTON AVE N,4.0,VACANT LAND - COMMERCIAL,0
32249,2020,0,NON-HOMESTEADED,MCKINLEY,CAMDEN,55412,3547 WASHINGTON AVE N,4.0,VACANT LAND - COMMERCIAL,0
32253,2020,0,NON-HOMESTEADED,MCKINLEY,CAMDEN,55412,3380 3RD ST N,4.0,VACANT LAND - COMMERCIAL,0
32254,2020,0,NON-HOMESTEADED,MCKINLEY,CAMDEN,55412,316 34TH AVE N,4.0,VACANT LAND - COMMERCIAL,0
32255,2020,0,NON-HOMESTEADED,MCKINLEY,CAMDEN,55412,300 34TH AVE N,4.0,VACANT LAND - RESIDENTIAL,0
32256,2020,0,NON-HOMESTEADED,MCKINLEY,CAMDEN,55412,3559 3RD ST N,4.0,VACANT LAND - COMMERCIAL,0
32275,2020,0,NON-HOMESTEADED,MCKINLEY,CAMDEN,55412-2620,3518 4TH ST N,4.0,VACANT LAND - RESIDENTIAL,0
32321,2020,0,NON-HOMESTEADED,HAWTHORNE,NEAR NORTH,55411-2031,2635 COLFAX AVE N,5.0,DOUBLE BUNGALOW,0
32332,2020,0,NON-HOMESTEADED,HAWTHORNE,NEAR NORTH,55411-1456,2719 COLFAX AVE N,5.0,VACANT LAND - RESIDENTIAL,0
32362,2020,0,NON-HOMESTEADED,HAWTHORNE,NEAR NORTH,55411,2725 LYNDALE AVE N,5.0,COOPERATIVE,0
32367,2020,0,NON-HOMESTEADED,HAWTHORNE,NEAR NORTH,55411-2104,807 27TH AVE N,5.0,VACANT LAND - COMMERCIAL,0
32368,2020,0,NON-HOMESTEADED,HAWTHORNE,NEAR NORTH,55411-2106,815 27TH AVE N,5.0,COMMERCIAL,0
32381,2020,0,NON-HOMESTEADED,BRYANT,POWDERHORN,55409,515 39TH ST E,8.0,VACANT LAND - COMMERCIAL,0
32382,2020,0,NON-HOMESTEADED,BRYANT,POWDERHORN,55409,401 39TH ST E,8.0,VACANT LAND - COMMERCIAL,0
32404,2020,0,NON-HOMESTEADED,BRYANT,POWDERHORN,55409-1615,3928 4TH AVE S,8.0,RESIDENTIAL,0
32407,2020,0,NON-HOMESTEADED,BRYANT,POWDERHORN,55409-1615,3944 4TH AVE S,8.0,VACANT LAND - COMMERCIAL,0
32408,2020,0,NON-HOMESTEADED,BRYANT,POWDERHORN,55409-1635,3955 CLINTON AVE,8.0,COMMERCIAL,0
32409,2020,0,NON-HOMESTEADED,BRYANT,POWDERHORN,55409-1635,3949 CLINTON AVE,8.0,RESIDENTIAL,0
32416,2020,0,NON-HOMESTEADED,BRYANT,POWDERHORN,55409-1636,3948 CLINTON AVE,8.0,VACANT LAND - COMMERCIAL,0
32417,2020,0,NON-HOMESTEADED,BRYANT,POWDERHORN,55409-1608,3949 3RD AVE S,8.0,VACANT LAND - COMMERCIAL,0
32481,2020,0,NON-HOMESTEADED,BRYANT,POWDERHORN,55409-1311,3815 5TH AVE S,8.0,RESIDENTIAL,0
32509,2020,0,NON-HOMESTEADED,BRYANT,POWDERHORN,55409-1310,3852 4TH AVE S,8.0,RESIDENTIAL,0
32514,2020,0,NON-HOMESTEADED,BRYANT,POWDERHORN,55409-1313,3845 CLINTON AVE,8.0,RESIDENTIAL,0
32531,2020,0,NON-HOMESTEADED,BRYANT,POWDERHORN,55409-1620,3951 5TH AVE S,8.0,COMMERCIAL,0
32538,2020,0,NON-HOMESTEADED,BRYANT,POWDERHORN,55409-1621,3932 5TH AVE S,8.0,RESIDENTIAL,0
32543,2020,0,NON-HOMESTEADED,BRYANT,POWDERHORN,55409-1614,3953 4TH AVE S,8.0,COMMERCIAL,0
32544,2020,0,NON-HOMESTEADED,BRYANT,POWDERHORN,55409-1614,3949 4TH AVE S,8.0,COMMERCIAL,0
32558,2020,0,NON-HOMESTEADED,BRYANT,POWDERHORN,55409-1314,3848 CLINTON AVE,8.0,RESIDENTIAL,0
32570,2020,0,NON-HOMESTEADED,BRYANT,POWDERHORN,55409-1615,3936 4TH AVE S,8.0,COMMERCIAL,0
32581,2020,0,NON-HOMESTEADED,BRYANT,POWDERHORN,55409-1363,343 38TH ST E,8.0,COMMERCIAL,0
32616,2020,0,NON-HOMESTEADED,KING FIELD,SOUTHWEST,55409,6001 STEVENS AVE,8.0,VACANT LAND - COMMERCIAL,0
32644,2020,0,NON-HOMESTEADED,KING FIELD,SOUTHWEST,55409-1301,3813 1ST AVE S,8.0,VACANT LAND - COMMERCIAL,0
32645,2020,0,NON-HOMESTEADED,KING FIELD,SOUTHWEST,55409-1301,3809 1ST AVE S,8.0,VACANT LAND - COMMERCIAL,0
32666,2020,0,NON-HOMESTEADED,KING FIELD,SOUTHWEST,55409-1303,3829 NICOLLET AVE,8.0,RESIDENTIAL,0
32683,2020,0,NON-HOMESTEADED,KING FIELD,SOUTHWEST,55409-1514,3921 NICOLLET AVE,8.0,COMMERCIAL,0
32684,2020,0,NON-HOMESTEADED,KING FIELD,SOUTHWEST,55409-1514,3901 NICOLLET AVE,8.0,COMMERCIAL,0
32685,2020,0,NON-HOMESTEADED,KING FIELD,SOUTHWEST,55409-1661,3902 STEVENS AVE,8.0,VACANT LAND - APARTMENT,0
32687,2020,0,NON-HOMESTEADED,KING FIELD,SOUTHWEST,55409-1661,3918 STEVENS AVE,8.0,RESIDENTIAL,0
32706,2020,0,NON-HOMESTEADED,KING FIELD,SOUTHWEST,55409-1601,3901 1ST AVE S,8.0,COMMERCIAL,0
32707,2020,0,NON-HOMESTEADED,KING FIELD,SOUTHWEST,55409,3901 STEVENS AVE,8.0,VACANT LAND - COMMERCIAL,0
